observable_index	zero	fixed_small
8.400000000000000000e+01	0.000000000000000000e+00	-1.760756199485870991e-05
8.500000000000000000e+01	0.000000000000000000e+00	-9.234584470040598729e-05
8.600000000000000000e+01	0.000000000000000000e+00	-8.218178366308225317e-05
8.700000000000000000e+01	0.000000000000000000e+00	3.539830273366068150e-06
8.800000000000000000e+01	0.000000000000000000e+00	8.600694058124532567e-05
8.900000000000000000e+01	0.000000000000000000e+00	8.939966636005578697e-05
9.000000000000000000e+01	0.000000000000000000e+00	-1.059875117511568488e-05
9.100000000000000000e+01	0.000000000000000000e+00	-7.794660696158047192e-05
9.200000000000000000e+01	0.000000000000000000e+00	-9.482821412699473447e-05
9.300000000000000000e+01	0.000000000000000000e+00	-2.452519854676543388e-05
9.400000000000000000e+01	0.000000000000000000e+00	-6.832617147361209312e-05
9.500000000000000000e+01	0.000000000000000000e+00	-9.835877454343449884e-05
9.600000000000000000e+01	0.000000000000000000e+00	-3.796077390275217413e-05
9.700000000000000000e+01	0.000000000000000000e+00	-5.733818719904229067e-05
9.800000000000000000e+01	0.000000000000000000e+00	-9.992068341863536882e-05
9.900000000000000000e+01	0.000000000000000000e+00	-5.063656411097588219e-05
1.000000000000000000e+02	0.000000000000000000e+00	-4.520257871783505890e-05
1.010000000000000000e+02	0.000000000000000000e+00	-9.948267913584064360e-05
1.020000000000000000e+02	0.000000000000000000e+00	-6.229886314423488402e-05
1.030000000000000000e+02	0.000000000000000000e+00	-3.216224031625309796e-05
1.040000000000000000e+02	0.000000000000000000e+00	-9.705352835374848224e-05
1.050000000000000000e+02	0.000000000000000000e+00	-7.271425000808527433e-05
1.060000000000000000e+02	0.000000000000000000e+00	-1.847817445606674794e-05
1.070000000000000000e+02	0.000000000000000000e+00	-9.268185054177850322e-05
1.080000000000000000e+02	0.000000000000000000e+00	-8.167426066363170205e-05
1.090000000000000000e+02	0.000000000000000000e+00	-4.424267808507096861e-06
1.100000000000000000e+02	0.000000000000000000e+00	-8.645514486106083477e-05
1.110000000000000000e+02	0.000000000000000000e+00	-8.899956043668334131e-05
1.120000000000000000e+02	0.000000000000000000e+00	-9.718190589320901856e-06
1.130000000000000000e+02	0.000000000000000000e+00	-7.849803886813105079e-05
1.140000000000000000e+02	0.000000000000000000e+00	-9.454353340247703306e-05
1.150000000000000000e+02	0.000000000000000000e+00	-2.366613933642860529e-05
1.160000000000000000e+02	0.000000000000000000e+00	-6.896979409353891409e-05
1.170000000000000000e+02	0.000000000000000000e+00	-9.819521690440836557e-05
1.180000000000000000e+02	0.000000000000000000e+00	-3.714041014380902513e-05
1.190000000000000000e+02	0.000000000000000000e+00	-5.806111842123143086e-05
1.200000000000000000e+02	0.000000000000000000e+00	-9.988152247235795454e-05
1.210000000000000000e+02	0.000000000000000000e+00	-4.987131538963941030e-05
1.220000000000000000e+02	0.000000000000000000e+00	-4.599034906895912723e-05
1.230000000000000000e+02	0.000000000000000000e+00	-9.956869868891795293e-05
1.240000000000000000e+02	0.000000000000000000e+00	-6.160404591886564900e-05
1.250000000000000000e+02	0.000000000000000000e+00	-3.299908256737820074e-05
1.260000000000000000e+02	0.000000000000000000e+00	-9.726300672424080019e-05
1.270000000000000000e+02	0.000000000000000000e+00	-7.210377105017316964e-05
1.280000000000000000e+02	0.000000000000000000e+00	-1.934733920384684771e-05
1.290000000000000000e+02	0.000000000000000000e+00	-9.301059501867618186e-05
1.300000000000000000e+02	0.000000000000000000e+00	-8.116033871367004250e-05
1.310000000000000000e+02	0.000000000000000000e+00	-5.308358714605824879e-06
1.320000000000000000e+02	0.000000000000000000e+00	-8.689657562142357611e-05
1.330000000000000000e+02	0.000000000000000000e+00	-8.859248164599483797e-05
1.340000000000000000e+02	0.000000000000000000e+00	-8.836868610400143762e-06
1.350000000000000000e+02	0.000000000000000000e+00	-7.904332067228887521e-05
1.360000000000000000e+02	0.000000000000000000e+00	-9.425144545582508850e-05
1.370000000000000000e+02	0.000000000000000000e+00	-2.280522595008612133e-05
1.380000000000000000e+02	0.000000000000000000e+00	-6.960801312247416476e-05
1.390000000000000000e+02	0.000000000000000000e+00	-9.802396594403116196e-05
1.400000000000000000e+02	0.000000000000000000e+00	-3.631713653732590423e-05
1.410000000000000000e+02	0.000000000000000000e+00	-5.877950071674065396e-05
1.420000000000000000e+02	0.000000000000000000e+00	-9.983453608739179712e-05
1.430000000000000000e+02	0.000000000000000000e+00	-4.910215938984693440e-05
1.440000000000000000e+02	0.000000000000000000e+00	-4.677451620451334168e-05
1.450000000000000000e+02	0.000000000000000000e+00	-9.964691731217737694e-05
1.460000000000000000e+02	0.000000000000000000e+00	-6.090440218832924923e-05
1.470000000000000000e+02	0.000000000000000000e+00	-3.383333943242765340e-05
1.480000000000000000e+02	0.000000000000000000e+00	-9.746486480944947610e-05
1.490000000000000000e+02	0.000000000000000000e+00	-7.148764296291647139e-05
1.500000000000000000e+02	0.000000000000000000e+00	-2.021498814156536450e-05
1.510000000000000000e+02	0.000000000000000000e+00	-9.333205237488620041e-05
1.520000000000000000e+02	0.000000000000000000e+00	-8.064005807754863009e-05
1.530000000000000000e+02	0.000000000000000000e+00	-6.192033725605731484e-06
1.540000000000000000e+02	0.000000000000000000e+00	-8.733119827746476738e-05
1.550000000000000000e+02	0.000000000000000000e+00	-8.817846188147811411e-05
1.560000000000000000e+02	0.000000000000000000e+00	-7.954854287472209583e-06
1.570000000000000000e+02	0.000000000000000000e+00	-7.958240965274552073e-05
1.580000000000000000e+02	0.000000000000000000e+00	-9.395197317131483660e-05
1.590000000000000000e+02	0.000000000000000000e+00	-2.194252583790047225e-05
1.600000000000000000e+02	0.000000000000000000e+00	-7.024077855773711108e-05
1.610000000000000000e+02	0.000000000000000000e+00	-9.784503507933796265e-05
1.620000000000000000e+02	0.000000000000000000e+00	-3.549101758449353623e-05
1.630000000000000000e+02	0.000000000000000000e+00	-5.949327780232085505e-05
1.640000000000000000e+02	0.000000000000000000e+00	-9.977972794498907194e-05
1.650000000000000000e+02	0.000000000000000000e+00	-4.832915637282565578e-05
1.660000000000000000e+02	0.000000000000000000e+00	-4.755501868718987863e-05
1.670000000000000000e+02	0.000000000000000000e+00	-9.971732887740799407e-05
1.680000000000000000e+02	0.000000000000000000e+00	-6.019998676776046320e-05
1.690000000000000000e+02	0.000000000000000000e+00	-3.466494554970303468e-05
1.700000000000000000e+02	0.000000000000000000e+00	-9.765908679435658137e-05
1.710000000000000000e+02	0.000000000000000000e+00	-7.086591401823226922e-05
1.720000000000000000e+02	0.000000000000000000e+00	-2.108105329134813110e-05
1.730000000000000000e+02	0.000000000000000000e+00	-9.364619742512132641e-05
1.740000000000000000e+02	0.000000000000000000e+00	-8.011345951780408079e-05
1.750000000000000000e+02	0.000000000000000000e+00	-7.075223608034517143e-06
1.760000000000000000e+02	0.000000000000000000e+00	-8.775897877771157197e-05
1.770000000000000000e+02	0.000000000000000000e+00	-8.775753358042689262e-05
1.780000000000000000e+02	0.000000000000000000e+00	-7.072216723899125069e-06
1.790000000000000000e+02	0.000000000000000000e+00	-8.011526357338305039e-05
1.800000000000000000e+02	0.000000000000000000e+00	-9.364514001176440507e-05
1.810000000000000000e+02	0.000000000000000000e+00	-2.107810659001915334e-05
1.820000000000000000e+02	0.000000000000000000e+00	-7.086804082392084950e-05
1.830000000000000000e+02	0.000000000000000000e+00	-9.765843832906293920e-05
1.840000000000000000e+02	0.000000000000000000e+00	-3.466211800942760270e-05
1.850000000000000000e+02	0.000000000000000000e+00	-6.020239375552832929e-05
1.860000000000000000e+02	0.000000000000000000e+00	-9.971710233921490959e-05
1.870000000000000000e+02	0.000000000000000000e+00	-4.755236690120583651e-05
1.880000000000000000e+02	0.000000000000000000e+00	-4.833179536679626414e-05
1.890000000000000000e+02	0.000000000000000000e+00	-9.977992786806003577e-05
1.900000000000000000e+02	0.000000000000000000e+00	-5.949085484614270622e-05
1.910000000000000000e+02	0.000000000000000000e+00	-3.549383576518463262e-05
1.920000000000000000e+02	0.000000000000000000e+00	-9.784565746221131008e-05
1.930000000000000000e+02	0.000000000000000000e+00	-7.023863292684922395e-05
1.940000000000000000e+02	0.000000000000000000e+00	-2.194546679940636378e-05
1.950000000000000000e+02	0.000000000000000000e+00	-9.395300555699313859e-05
1.960000000000000000e+02	0.000000000000000000e+00	-7.958058429196471282e-05
1.970000000000000000e+02	0.000000000000000000e+00	-7.957859166428352154e-06
1.980000000000000000e+02	0.000000000000000000e+00	-8.817988360675502234e-05
1.990000000000000000e+02	0.000000000000000000e+00	-8.732972972139945291e-05
2.000000000000000000e+02	0.000000000000000000e+00	-6.189025071872073305e-06
2.010000000000000000e+02	0.000000000000000000e+00	-8.064184068658304043e-05
2.020000000000000000e+02	0.000000000000000000e+00	-9.333097001669603851e-05
2.030000000000000000e+02	0.000000000000000000e+00	-2.021203593127912339e-05
2.040000000000000000e+02	0.000000000000000000e+00	-7.148975077677644765e-05
2.050000000000000000e+02	0.000000000000000000e+00	-9.746419031254100905e-05
2.060000000000000000e+02	0.000000000000000000e+00	-3.383050275409777932e-05
2.070000000000000000e+02	0.000000000000000000e+00	-6.090679301910603281e-05
2.080000000000000000e+02	0.000000000000000000e+00	-9.964666417661079178e-05
2.090000000000000000e+02	0.000000000000000000e+00	-4.677185183427589704e-05
2.100000000000000000e+02	0.000000000000000000e+00	-4.910478538504630070e-05
2.110000000000000000e+02	0.000000000000000000e+00	-9.983470937967718509e-05
2.120000000000000000e+02	0.000000000000000000e+00	-5.877706198198406266e-05
2.130000000000000000e+02	0.000000000000000000e+00	-3.631994513763607167e-05
2.140000000000000000e+02	0.000000000000000000e+00	-9.802456219572226260e-05
2.150000000000000000e+02	0.000000000000000000e+00	-6.960584883449114882e-05
2.160000000000000000e+02	0.000000000000000000e+00	-2.280816094135278678e-05
2.170000000000000000e+02	0.000000000000000000e+00	-9.425245273294025332e-05
2.180000000000000000e+02	0.000000000000000000e+00	-7.904147414931814695e-05
2.190000000000000000e+02	0.000000000000000000e+00	-8.839871248753150090e-06
2.200000000000000000e+02	0.000000000000000000e+00	-8.859387978787574083e-05
2.210000000000000000e+02	0.000000000000000000e+00	-8.689508382163492288e-05
2.220000000000000000e+02	0.000000000000000000e+00	-5.305348526993528887e-06
2.230000000000000000e+02	0.000000000000000000e+00	-8.116209973649744205e-05
2.240000000000000000e+02	0.000000000000000000e+00	-9.300948780045254101e-05
2.250000000000000000e+02	0.000000000000000000e+00	-1.934438171590079040e-05
2.260000000000000000e+02	0.000000000000000000e+00	-7.210585970706319024e-05
2.270000000000000000e+02	0.000000000000000000e+00	-9.726230624856244372e-05
2.280000000000000000e+02	0.000000000000000000e+00	-3.299623697323973096e-05
2.290000000000000000e+02	0.000000000000000000e+00	-6.160642040533645804e-05
2.300000000000000000e+02	0.000000000000000000e+00	-9.956841897581032361e-05
2.310000000000000000e+02	0.000000000000000000e+00	-4.598767232321427121e-05
2.320000000000000000e+02	0.000000000000000000e+00	-4.987392818032813089e-05
2.330000000000000000e+02	0.000000000000000000e+00	-9.988166912028083138e-05
2.340000000000000000e+02	0.000000000000000000e+00	-5.805866409896446505e-05
2.350000000000000000e+02	0.000000000000000000e+00	-3.714320894369226342e-05
2.360000000000000000e+02	0.000000000000000000e+00	-9.819578697820255278e-05
2.370000000000000000e+02	0.000000000000000000e+00	-6.896761131802670941e-05
2.380000000000000000e+02	0.000000000000000000e+00	-2.366906812750767025e-05
2.390000000000000000e+02	0.000000000000000000e+00	-9.454451549211167864e-05
2.400000000000000000e+02	0.000000000000000000e+00	-7.849617132764033630e-05
2.410000000000000000e+02	0.000000000000000000e+00	-9.721190751822432783e-06
2.420000000000000000e+02	0.000000000000000000e+00	-8.900093488562771545e-05
2.430000000000000000e+02	0.000000000000000000e+00	-8.645362993442719224e-05
2.440000000000000000e+02	0.000000000000000000e+00	-4.421256322855966688e-06
2.450000000000000000e+02	0.000000000000000000e+00	-8.167599996228085916e-05
2.460000000000000000e+02	0.000000000000000000e+00	-9.268071855026884648e-05
2.470000000000000000e+02	0.000000000000000000e+00	-1.847521192217179903e-05
2.480000000000000000e+02	0.000000000000000000e+00	-7.271631934436490288e-05
2.490000000000000000e+02	0.000000000000000000e+00	-9.705280195418054454e-05
2.500000000000000000e+02	0.000000000000000000e+00	-3.215938602925038292e-05
2.510000000000000000e+02	0.000000000000000000e+00	-6.230122110036530987e-05
2.520000000000000000e+02	0.000000000000000000e+00	-9.948237286710673180e-05
2.530000000000000000e+02	0.000000000000000000e+00	-4.519988980629834399e-05
2.540000000000000000e+02	0.000000000000000000e+00	-5.063916349244909236e-05
2.550000000000000000e+02	0.000000000000000000e+00	-9.992080341070628147e-05
2.560000000000000000e+02	0.000000000000000000e+00	-5.733571748155426361e-05
2.570000000000000000e+02	0.000000000000000000e+00	-3.796356268293031507e-05
2.580000000000000000e+02	0.000000000000000000e+00	-9.835931839466809123e-05
2.590000000000000000e+02	0.000000000000000000e+00	-6.832397038158507965e-05
2.600000000000000000e+02	0.000000000000000000e+00	-2.452812090819428382e-05
2.610000000000000000e+02	0.000000000000000000e+00	-9.482917095220487578e-05
2.620000000000000000e+02	0.000000000000000000e+00	-7.794471854988633739e-05
2.630000000000000000e+02	0.000000000000000000e+00	-1.060174862671137688e-05
2.640000000000000000e+02	0.000000000000000000e+00	-8.940101700837942578e-05
2.650000000000000000e+02	0.000000000000000000e+00	-8.600540264645697552e-05
2.660000000000000000e+02	0.000000000000000000e+00	-3.536817725617604744e-06
2.670000000000000000e+02	0.000000000000000000e+00	-8.218350110128397096e-05
2.680000000000000000e+02	0.000000000000000000e+00	-9.234468802429867578e-05
2.690000000000000000e+02	0.000000000000000000e+00	-1.760459464712114152e-05
2.700000000000000000e+02	0.000000000000000000e+00	-7.332108186087175775e-05
2.710000000000000000e+02	0.000000000000000000e+00	-9.683569384347241315e-05
2.720000000000000000e+02	0.000000000000000000e+00	-3.132001548706699008e-05
2.730000000000000000e+02	0.000000000000000000e+00	-6.299114066849614575e-05
2.740000000000000000e+02	0.000000000000000000e+00	-9.938853259197261733e-05
2.750000000000000000e+02	0.000000000000000000e+00	-4.440856600409098684e-05
2.760000000000000000e+02	0.000000000000000000e+00	-5.140043136735693714e-05
2.770000000000000000e+02	0.000000000000000000e+00	-9.995210918489100835e-05
2.780000000000000000e+02	0.000000000000000000e+00	-5.660827877060443047e-05
2.790000000000000000e+02	0.000000000000000000e+00	-3.878094208292294824e-05
2.800000000000000000e+02	0.000000000000000000e+00	-9.851514363288851601e-05
2.810000000000000000e+02	0.000000000000000000e+00	-6.767497645263835342e-05
2.820000000000000000e+02	0.000000000000000000e+00	-2.538525197902339955e-05
2.830000000000000000e+02	0.000000000000000000e+00	-9.510639681125854163e-05
2.840000000000000000e+02	0.000000000000000000e+00	-7.738715902084317469e-05
2.850000000000000000e+02	0.000000000000000000e+00	-1.148147588416660405e-05
2.860000000000000000e+02	0.000000000000000000e+00	-8.979409481081248180e-05
2.870000000000000000e+02	0.000000000000000000e+00	-8.555043707508207913e-05
2.880000000000000000e+02	0.000000000000000000e+00	-2.652102028575595452e-06
2.890000000000000000e+02	0.000000000000000000e+00	-8.268456339220815374e-05
2.900000000000000000e+02	0.000000000000000000e+00	-9.200142254959645701e-05
2.910000000000000000e+02	0.000000000000000000e+00	-1.673259810118392420e-05
2.920000000000000000e+02	0.000000000000000000e+00	-7.392009987512739824e-05
2.930000000000000000e+02	0.000000000000000000e+00	-9.661099892625296573e-05
2.940000000000000000e+02	0.000000000000000000e+00	-3.047819110903029550e-05
2.950000000000000000e+02	0.000000000000000000e+00	-6.367612505645515943e-05
2.960000000000000000e+02	0.000000000000000000e+00	-9.928690550253179987e-05
2.970000000000000000e+02	0.000000000000000000e+00	-4.361376291460488048e-05
2.980000000000000000e+02	0.000000000000000000e+00	-5.215767216183704271e-05
2.990000000000000000e+02	0.000000000000000000e+00	-9.997558399011495099e-05
3.000000000000000000e+02	0.000000000000000000e+00	-5.587640495890891339e-05
3.010000000000000000e+02	0.000000000000000000e+00	-3.959528310427406925e-05
3.020000000000000000e+02	0.000000000000000000e+00	-9.866325048439105545e-05
3.030000000000000000e+02	0.000000000000000000e+00	-6.702068037805061697e-05
3.040000000000000000e+02	0.000000000000000000e+00	-2.624039418616639055e-05
3.050000000000000000e+02	0.000000000000000000e+00	-9.537617134939988190e-05
3.060000000000000000e+02	0.000000000000000000e+00	-7.682353642374471759e-05
3.070000000000000000e+02	0.000000000000000000e+00	-1.236030360001129136e-05
3.080000000000000000e+02	0.000000000000000000e+00	-9.018013749637746371e-05
3.090000000000000000e+02	0.000000000000000000e+00	-8.508876886558596733e-05
3.100000000000000000e+02	0.000000000000000000e+00	-1.767178546737087110e-06
3.110000000000000000e+02	0.000000000000000000e+00	-8.317914757822044791e-05
3.120000000000000000e+02	0.000000000000000000e+00	-9.165094902005468513e-05
3.130000000000000000e+02	0.000000000000000000e+00	-1.585929060285728409e-05
3.140000000000000000e+02	0.000000000000000000e+00	-7.451332645574127432e-05
3.150000000000000000e+02	0.000000000000000000e+00	-9.637873480674220459e-05
3.160000000000000000e+02	0.000000000000000000e+00	-2.963397884973224239e-05
3.170000000000000000e+02	0.000000000000000000e+00	-6.435612059762619663e-05
3.180000000000000000e+02	0.000000000000000000e+00	-9.917749956098326767e-05
3.190000000000000000e+02	0.000000000000000000e+00	-4.281554280844516042e-05
3.200000000000000000e+02	0.000000000000000000e+00	-5.291082654818533013e-05
3.210000000000000000e+02	0.000000000000000000e+00	-9.999122598719259437e-05
3.220000000000000000e+02	0.000000000000000000e+00	-5.514015338673949819e-05
3.230000000000000000e+02	0.000000000000000000e+00	-4.040652194563607052e-05
3.240000000000000000e+02	0.000000000000000000e+00	-9.880362734541701128e-05
3.250000000000000000e+02	0.000000000000000000e+00	-6.636113342009431913e-05
3.260000000000000000e+02	0.000000000000000000e+00	-2.709348053161654901e-05
3.270000000000000000e+02	0.000000000000000000e+00	-9.563847343054626639e-05
3.280000000000000000e+02	0.000000000000000000e+00	-7.625389491684938256e-05
3.290000000000000000e+02	0.000000000000000000e+00	-1.323816292054519435e-05
3.300000000000000000e+02	0.000000000000000000e+00	-9.055911481970673263e-05
3.310000000000000000e+02	0.000000000000000000e+00	-8.462043418838514203e-05
3.320000000000000000e+02	0.000000000000000000e+00	-8.821166113885876956e-07
3.330000000000000000e+02	0.000000000000000000e+00	-8.366721491002945311e-05
3.340000000000000000e+02	0.000000000000000000e+00	-9.129329489429681562e-05
3.350000000000000000e+02	0.000000000000000000e+00	-1.498474057334781839e-05
3.360000000000000000e+02	0.000000000000000000e+00	-7.510071512506542955e-05
3.370000000000000000e+02	0.000000000000000000e+00	-9.613891968218608592e-05
3.380000000000000000e+02	0.000000000000000000e+00	-2.878744485084860899e-05
3.390000000000000000e+02	0.000000000000000000e+00	-6.503107401625525042e-05
3.400000000000000000e+02	0.000000000000000000e+00	-9.906032333897738179e-05
3.410000000000000000e+02	0.000000000000000000e+00	-4.201396822393069019e-05
3.420000000000000000e+02	0.000000000000000000e+00	-5.365983551885637428e-05
3.430000000000000000e+02	0.000000000000000000e+00	-9.999903395061708698e-05
3.440000000000000000e+02	0.000000000000000000e+00	-5.439958173735323410e-05
3.450000000000000000e+02	0.000000000000000000e+00	-4.121459504870850400e-05
3.460000000000000000e+02	0.000000000000000000e+00	-9.893626321783087572e-05
3.470000000000000000e+02	0.000000000000000000e+00	-6.569638725243397983e-05
3.480000000000000000e+02	0.000000000000000000e+00	-2.794444417843820701e-05
3.490000000000000000e+02	0.000000000000000000e+00	-9.589328250406132072e-05
3.500000000000000000e+02	0.000000000000000000e+00	-7.567827912998033573e-05
3.510000000000000000e+02	0.000000000000000000e+00	-1.411498506793913730e-05
3.520000000000000000e+02	0.000000000000000000e+00	-9.093099708898408991e-05
3.530000000000000000e+02	0.000000000000000000e+00	-8.414546973619526867e-05
3.540000000000000000e+02	0.000000000000000000e+00	-3.014435335948845011e-09
3.550000000000000000e+02	0.000000000000000000e+00	-8.414872714892108075e-05
3.560000000000000000e+02	0.000000000000000000e+00	-9.092848819352603127e-05
3.570000000000000000e+02	0.000000000000000000e+00	-1.410901653121098561e-05
3.580000000000000000e+02	0.000000000000000000e+00	-7.568221986283603809e-05
3.590000000000000000e+02	0.000000000000000000e+00	-9.589157234143065838e-05
3.600000000000000000e+02	0.000000000000000000e+00	-2.793865543595698976e-05
3.610000000000000000e+02	0.000000000000000000e+00	-6.570093243162466665e-05
3.620000000000000000e+02	0.000000000000000000e+00	-9.893538601694428067e-05
3.630000000000000000e+02	0.000000000000000000e+00	-4.120910196219434833e-05
3.640000000000000000e+02	0.000000000000000000e+00	-5.440464039108651646e-05
3.650000000000000000e+02	0.000000000000000000e+00	-9.999900726865630120e-05
3.660000000000000000e+02	0.000000000000000000e+00	-5.365474803247321481e-05
3.670000000000000000e+02	0.000000000000000000e+00	-4.201943910321767947e-05
3.680000000000000000e+02	0.000000000000000000e+00	-9.906114770998198759e-05
3.690000000000000000e+02	0.000000000000000000e+00	-6.502649395607763014e-05
3.700000000000000000e+02	0.000000000000000000e+00	-2.879321845600319577e-05
3.710000000000000000e+02	0.000000000000000000e+00	-9.614057860636484459e-05
3.720000000000000000e+02	0.000000000000000000e+00	-7.509673416102894078e-05
3.730000000000000000e+02	0.000000000000000000e+00	-1.499070134562357592e-05
3.740000000000000000e+02	0.000000000000000000e+00	-9.129575516827102778e-05
3.750000000000000000e+02	0.000000000000000000e+00	-8.366391272115636000e-05
3.760000000000000000e+02	0.000000000000000000e+00	-8.881452458878849543e-07
3.770000000000000000e+02	0.000000000000000000e+00	-8.462364656975446210e-05
